Job ID	HSV_H	HSV_S	HSV_V	GPU	Best Epoch	Top-1 Accuracy
182	0.025,	0.0,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
58	0.005,	0.30000000000000004,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
192	0.025,	0.2,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
255	0.035,	0.0,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
32	0.0,	0.5,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
249	0.03,	0.5,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
77	0.01,	0.0,	0.5,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
123	0.015,	0.2,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
184	0.025,	0.0,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
52	0.005,	0.2,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
235	0.03,	0.30000000000000004,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
119	0.015,	0.1,	0.5,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
76	0.01,	0.0,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
213	0.025,	0.5,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
274	0.035,	0.30000000000000004,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
201	0.025,	0.30000000000000004,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
183	0.025,	0.0,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
209	0.025,	0.4,	0.5,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
298	0.04,	0.1,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
121	0.015,	0.2,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
284	0.035,	0.5,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
308	0.04,	0.30000000000000004,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
289	0.04,	0.0,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
208	0.025,	0.4,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
42	0.005,	0.1,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
21	0.0,	0.30000000000000004,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
60	0.005,	0.4,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
65	0.005,	0.4,	0.5,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
107	0.01,	0.5,	0.5,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
80	0.01,	0.1,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
250	0.03,	0.5,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
22	0.0,	0.30000000000000004,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
238	0.03,	0.30000000000000004,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
136	0.015,	0.4,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
288	0.04,	0.0,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
44	0.005,	0.1,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
46	0.005,	0.1,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
215	0.025,	0.5,	0.5,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
217	0.03,	0.0,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
49	0.005,	0.2,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
220	0.03,	0.0,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
16	0.0,	0.2,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
223	0.03,	0.1,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
199	0.025,	0.30000000000000004,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
311	0.04,	0.30000000000000004,	0.5,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
322	0.04,	0.5,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
124	0.015,	0.2,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
15	0.0,	0.2,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
69	0.005,	0.5,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
313	0.04,	0.4,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
31	0.0,	0.5,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
142	0.015,	0.5,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
173	0.02,	0.4,	0.5,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
70	0.005,	0.5,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
258	0.035,	0.1,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
321	0.04,	0.5,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
55	0.005,	0.30000000000000004,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
29	0.0,	0.4,	0.5,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
159	0.02,	0.2,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
94	0.01,	0.30000000000000004,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
141	0.015,	0.5,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
256	0.035,	0.0,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
253	0.035,	0.0,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
152	0.02,	0.1,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
252	0.035,	0.0,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
216	0.03,	0.0,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
114	0.015,	0.1,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
257	0.035,	0.0,	0.5,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
314	0.04,	0.4,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
92	0.01,	0.30000000000000004,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
126	0.015,	0.30000000000000004,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
283	0.035,	0.5,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
75	0.01,	0.0,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
261	0.035,	0.1,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
211	0.025,	0.5,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
79	0.01,	0.1,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
103	0.01,	0.5,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
99	0.01,	0.4,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
86	0.01,	0.2,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
138	0.015,	0.5,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
191	0.025,	0.1,	0.5,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
6	0.0,	0.1,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
167	0.02,	0.30000000000000004,	0.5,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
90	0.01,	0.30000000000000004,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
290	0.04,	0.0,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
66	0.005,	0.5,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
95	0.01,	0.30000000000000004,	0.5,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
14	0.0,	0.2,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
203	0.025,	0.30000000000000004,	0.5,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
278	0.035,	0.4,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
294	0.04,	0.1,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
148	0.02,	0.0,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
306	0.04,	0.30000000000000004,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
81	0.01,	0.1,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
133	0.015,	0.4,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
242	0.03,	0.4,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
1	0.0,	0.0,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
101	0.01,	0.4,	0.5,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
247	0.03,	0.5,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
0	0.0,	0.0,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
187	0.025,	0.1,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
132	0.015,	0.4,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
271	0.035,	0.30000000000000004,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
48	0.005,	0.2,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
23	0.0,	0.30000000000000004,	0.5,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
230	0.03,	0.2,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
206	0.025,	0.4,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
179	0.02,	0.5,	0.5,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
319	0.04,	0.5,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
135	0.015,	0.4,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
3	0.0,	0.0,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
296	0.04,	0.1,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
74	0.01,	0.0,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
174	0.02,	0.5,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
221	0.03,	0.0,	0.5,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
118	0.015,	0.1,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
282	0.035,	0.5,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
39	0.005,	0.0,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
232	0.03,	0.2,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
88	0.01,	0.2,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
93	0.01,	0.30000000000000004,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
113	0.015,	0.0,	0.5,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
