Job ID	HSV_H	HSV_S	HSV_V	GPU	Best Epoch	Top-1 Accuracy
254	0.035,	0.0,	0.2,	NVIDIA GeForce RTX 2080 Ti	N/A	0.923
150	0.02,	0.1,	0.0,	NVIDIA GeForce RTX 2080 Ti	N/A	0.923
38	0.005,	0.0,	0.2,	NVIDIA GeForce RTX 2080 Ti	N/A	0.923
285	0.035,	0.5,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	N/A	0.923
240	0.03,	0.4,	0.0,	NVIDIA GeForce RTX 2080 Ti	N/A	0.923
210	0.025,	0.5,	0.0,	NVIDIA GeForce RTX 2080 Ti	N/A	0.923
91	0.01,	0.30000000000000004,	0.1,	NVIDIA GeForce RTX 2080 Ti	N/A	0.923
212	0.025,	0.5,	0.2,	NVIDIA GeForce RTX 2080 Ti	N/A	0.923
17	0.0,	0.2,	0.5,	NVIDIA GeForce RTX 2080 Ti	N/A	0.923
59	0.005,	0.30000000000000004,	0.5,	NVIDIA GeForce RTX 2080 Ti	N/A	0.923
73	0.01,	0.0,	0.1,	NVIDIA GeForce RTX 2080 Ti	N/A	0.923
115	0.015,	0.1,	0.1,	NVIDIA GeForce RTX 2080 Ti	N/A	0.921
106	0.01,	0.5,	0.4,	NVIDIA GeForce RTX 2080 Ti	N/A	0.921
141	0.015,	0.5,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	N/A	0.921
232	0.03,	0.2,	0.4,	NVIDIA GeForce RTX 2080 Ti	N/A	0.921
286	0.035,	0.5,	0.4,	NVIDIA GeForce RTX 2080 Ti	N/A	0.919
48	0.005,	0.2,	0.0,	NVIDIA GeForce RTX 2080 Ti	N/A	0.914
97	0.01,	0.4,	0.1,	NVIDIA GeForce RTX 2080 Ti	N/A	0.914
11	0.0,	0.1,	0.5,	NVIDIA GeForce RTX 2080 Ti	N/A	0.901
21	0.0,	0.30000000000000004,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	N/A	0.895
155	0.02,	0.1,	0.5,	NVIDIA GeForce RTX 2080 Ti	N/A	0.884
55	0.005,	0.30000000000000004,	0.1,	NVIDIA GeForce RTX 2080 Ti	N/A	0.884
320	0.04,	0.5,	0.2,	NVIDIA GeForce RTX 2080 Ti	N/A	0.878
83	0.01,	0.1,	0.5,	NVIDIA GeForce RTX 2080 Ti	N/A	0.871
62	0.005,	0.4,	0.2,	NVIDIA GeForce RTX 2080 Ti	N/A	0.869
43	0.005,	0.1,	0.1,	NVIDIA GeForce RTX 2080 Ti	N/A	0.863
223	0.03,	0.1,	0.1,	NVIDIA GeForce RTX 2080 Ti	N/A	0.863
152	0.02,	0.1,	0.2,	NVIDIA GeForce RTX 2080 Ti	N/A	0.818
214	0.025,	0.5,	0.4,	NVIDIA GeForce RTX 2080 Ti	N/A	0.762
90	0.01,	0.30000000000000004,	0.0,	NVIDIA GeForce RTX 2080 Ti	N/A	0.672
18	0.0,	0.30000000000000004,	0.0,	NVIDIA GeForce RTX 2080 Ti	N/A	0.497
